Matrícula,Nome,Vínculo,Cargo,Lotação,Total
30201,HELOISA HELENA DA SILVA GATO,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA CRIMINAL DISTRITAL DE ICOARACI,1
8311,HEYDER TAVARES DA SILVA FERREIRA,Magistrados,Juiz(a) de 3ª Entrancia,VARA DE JUIZ(A) DAS GARANTIAS DA REGIAO METROPOLITANA DE BELEM,1
30228,HOMERO LAMARAO NETO,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA DO TRIBUNAL DO JURI DA COMARCA DE BELEM,1
60224,HORACIO DE MIRANDA LOBATO NETO,Magistrados,Juiz(a) de 3ª Entrancia,CORREGEDORIA GERAL DE JUSTICA,1
190292,HUDSON DOS SANTOS NUNES,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE CAPITAO POCO,1
5665,IACY SALGADO VIEIRA DOS SANTOS,Magistrados,Juiz(a) de 2ª Entrancia,3ª VARA DO JUIZADO ESPECIAL CIVEL DE ANANINDEUA,1
197165,IB SALES TAPAJOS,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CIVEL E EMPRESARIAL DA COMARCA DE ITAITUBA,1
116939,IRAN FERREIRA SAMPAIO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE CONCORDIA DO PARA,1
190055,ITALO DE OLIVEIRA CARDOSO BOAVENTURA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE ELDORADO DOS CARAJAS,1
198421,ITALO GUSTAVO TAVARES NICACIO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE ULIANOPOLIS,1
149454,ITHIEL VICTOR ARAUJO PORTELA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE CACHOEIRA DO ARARI,1
37240,IVAN DELAQUIS PEREZ,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
29254,JACKSON JOSE SODRE FERRAZ,Magistrados,Juiz(a) de 3ª Entrancia,5ª VARA CRIMINAL DA COMARCA DE BELEM,1
151173,JACOB ARNALDO CAMPOS FARACHE,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CUMULATIVA DA COMARCA DE CAMETA,1
190420,JESSINEI GONCALVES DE SOUZA,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE REDENCAO,1
24252,JOAO AUGUSTO FIGUEIREDO DE OLIVEIRA JUNIOR,Magistrados,Juiz(a) de 3ª Entrancia,1ª VARA DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE BELEM,1
20113,JOAO BATISTA LOPES DO NASCIMENTO,Magistrados,Juiz(a) de 3ª Entrancia da Turma Recursal,GABINETE DO JUIZ JOAO BATISTA LOPES DO NASCIMENTO DA TRPJE DA FAZENDA PUBLICA,1
190501,JOAO PAULO BARBOSA NETO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE ITUPIRANGA,1
203963,JOAO PAULO PEREIRA DE ARAUJO,Magistrados,Juiz(a) de 1ª Entrancia,VARA CIVEL E EMPRESARIAL DA COMARCA DE SAO FELIX DO XINGU,1
190063,JOAO PAULO SANTANA NOVA DA COSTA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SAO FRANCISCO DO PARA,1
39250,JOAO RONALDO CORREA MARTIRES,Magistrados,Juiz(a) de 2ª Entrancia,4ª VARA CRIMINAL DA COMARCA DE ANANINDEUA,1
136573,JOAO VALERIO DE MOURA JUNIOR,Magistrados,Juiz(a) de 2ª Entrancia,COMITE DE GOVERNANCA DE TECNOLOGIA DA INFORMACAO E COMUNICACAO DO PODER JUDICIARIO DO ESTADO DO PARA,1
204013,JOAO VINICIUS DA CONCEICAO MALHEIRO,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
39240,JONAS DA CONCEICAO SILVA,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA CRIMINAL DISTRITAL DE ICOARACI,1
2429,JORGE LUIZ LISBOA SANCHES,Magistrados,Desembargador(a),GABINETE DO DES. JORGE LUIZ LISBOA SANCHES,1
2526,JOSE ANTONIO FERREIRA CAVALCANTE,Magistrados,Desembargador(a),GABINETE DO DES. JOSE ANTONIO FERREIRA CAVALCANTE,1
167274,JOSE ANTONIO RIBEIRO DE PONTES JUNIOR,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA DA COMARCA DE TAILANDIA,1
204021,JOSE AUGUSTO PEREIRA RIBEIRO,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
153826,JOSE DIAS DE ALMEIDA JUNIOR,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SALVATERRA,1
190471,JOSE GOMES DE ARAUJO FILHO,Magistrados,Juiz(a) de 2ª Entrancia,CESSAO,1
48780,JOSE GOUDINHO SOARES,Magistrados,Juiz(a) de 3ª Entrancia,1ª VARA DE JUIZ(A) DAS GARANTIAS DAS COMARCAS DO INTERIOR,1
149080,JOSE JOCELINO ROCHA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE PRIMAVERA,1
55794,JOSE JONAS LACERDA DE SOUSA,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA DE JUIZADO ESPECIAL CIVEL E CRIMINAL DA COMARCA DE TUCURUI,1
83151,JOSE LEONARDO FROTA DE VASCONCELLOS DIAS,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BRAGANCA,1
116220,JOSE LEONARDO PESSOA VALENCA,Magistrados,Juiz(a) de 2ª Entrancia,15ª VARA CIVEL E EMPRESARIAL DA CAPITAL,1
197220,JOSE LUIS DA SILVA TAVARES,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO,1
24260,JOSE MARIA PEREIRA CAMPOS E SILVA,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO,1
2720,JOSE MARIA TEIXEIRA DO ROSARIO,Magistrados,Desembargador(a),GABINETE DO DES. JOSE MARIA TEIXEIRA DO ROSARIO,1
29564,JOSE MATIAS SANTANA DIAS,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CUMULATIVA DA COMARCA DE CAMETA,1
15300,JOSE ROBERTO PINHEIRO MAIA BEZERRA JUNIOR,Magistrados,Desembargador(a),GABINETE DO DES. JOSE ROBERTO PINHEIRO MAIA BEZERRA JUNIOR,1
55735,JOSE RONALDO PEREIRA SALES,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE VIGIA,1
4863,JOSE TORQUATO ARAUJO DE ALENCAR,Magistrados,Desembargador(a),GABINETE DO DES. JOSE TORQUATO ARAUJO DE ALENCAR,1
37265,JOSINEIDE GADELHA PAMPLONA MEDEIROS,Magistrados,Juiz(a) de 3ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BELEM,1
150258,JULIANA FERNANDES NEVES,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE RUROPOLIS,1
149331,JULIANA LIMA SOUTO AUGUSTO,Magistrados,Juiz(a) de 2ª Entrancia,3ª VARA CIVEL E EMPRESARIAL DA COMARCA DE PARAUAPEBAS,1
151165,JULIANO DANTAS JERONIMO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SANTANA DO ARAGUAIA,1
151131,JULIANO MIZUMA ANDRADE,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE MARABA,1
44940,JULIO CEZAR FORTALEZA DE LIMA,Magistrados,Juiz(a) de 2ª Entrancia,VARA CRIMINAL DA COMARCA DE CAPANEMA,1
136611,JUN KUBOTA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE JACUNDA,1
116271,KARISE ASSAD CECCAGNO,Magistrados,Juiz(a) de 2ª Entrancia,VARA DA INFANCIA E JUVENTUDE INTERDITOS E AUSENTES DE SANTAREM,1
116602,KARLA CRISTIANE SAMPAIO NUNES GALVAO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE FARO,1
7986,KATIA PARENTE SENA,Magistrados,Juiz(a) de 3ª Entrancia,COMISSAO PARA IMPLEMENTACAO DA CENTRAL INTEGRADA DE PROCESSO JUDICIAL ELETRONICO (CIPREJ),1
82627,KATIA TATIANA AMORIM DE SOUSA,Magistrados,Juiz(a) de 2ª Entrancia,VARA CRIMINAL DA COMARCA DE PARAGOMINAS,1
8060,KEDIMA PACIFICO LYRA,Magistrados,Desembargador(a),GABINETE DA DESA. KEDIMA PACIFICO LYRA,1
204111,KELLER VIEIRA LINO JUNIOR,Magistrados,Juiz(a) de 1ª Entrancia,VARA CRIMINAL DA COMARCA DE SAO FELIX DO XINGU,1
48712,LAERCIO DE OLIVEIRA RAMOS,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA CIVEL E EMPRESARIAL DA COMARCA DE SANTAREM,1
27022,LAILCE ANA MARRON DA SILVA CARDOSO,Magistrados,Juiz(a) de 3ª Entrancia,9ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BELEM,1
37980,LAURO ALEXANDRINO SANTOS,Magistrados,Juiz(a) de 3ª Entrancia,1ª VARA DO JUIZADO ESPECIAL DA FAZENDA PUBLICA DE BELEM,1
82635,LAURO FONTES JUNIOR,Magistrados,Juiz(a) de 2ª Entrancia,VARA DA FAZENDA PUBLICA E EXECUCAO FISCAL DE PARAUAPEBAS,1
149012,LEANDRO VICENZO SILVA CONSENTINO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SAO SEBASTIAO DA BOA VISTA,1
67067,LEONAM GONDIM DA CRUZ JUNIOR,Magistrados,Desembargador(a),GABINETE DO DES. LEONAM GONDIM DA CRUZ JUNIOR,1
203980,LEONARDO BATISTA PEREIRA CAVALCANTE,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
37280,LEONARDO DE FARIAS DUARTE,Magistrados,Juiz(a) de 3ª Entrancia,8ª VARA DO JUIZADO ESPECIAL CIVEL DE BELEM,1
132,LEONARDO DE NORONHA TAVARES,Magistrados,Desembargador(a),GABINETE DO DES. LEONARDO DE NORONHA TAVARES,1
197025,LEONARDO RIBEIRO DA SILVA,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CRIMINAL DA COMARCA DE ALTAMIRA,1
48666,LEONEL FIGUEIREDO CAVALCANTI,Magistrados,Juiz(a) de 1ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO,1
70734,LEONILA MARIA DE MELO MEDEIROS,Magistrados,Juiz(a) de 2ª Entrancia,VARA DE JUIZADO ESPECIAL CIVEL E CRIMINAL DA COMARCA DE REDENCAO,1
167304,LIANA DA SILVA HURTADO TOIGO,Magistrados,Juiz(a) de 2ª Entrancia,VARA CRIMINAL DA COMARCA DE CANAA DOS CARAJAS,1
167282,LIBERIO HENRIQUE DE VASCONCELOS,Magistrados,Juiz(a) de 2ª Entrancia,VARA DO JUIZADO ESPECIAL CIVEL E CRIMINAL DE PARAUAPEBAS,1
44890,LIBIO ARAUJO MOURA,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO,1
154423,LUANA ASSUNCAO PINHEIRO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE LIMOEIRO DO AJURU,1
5363,LUANA DE NAZARETH AMARAL HENRIQUES SANTALICES,Magistrados,Desembargador(a),GABINETE DA DESA. LUANA DE NAZARETH AMARAL HENRIQUE SANTALICES,1
82872,LUANNA KARISSA ARAUJO LOPES,Magistrados,Juiz(a) de 2ª Entrancia,VARA DE JUIZADO ESPECIAL CIVEL E CRIMINAL DA COMARCA DE ALTAMIRA,1
37270,LUCAS DO CARMO DE JESUS,Magistrados,Juiz(a) de 3ª Entrancia,JUSTICA MILITAR,1
149390,LUCAS QUINTANILHA FURLAN,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE MARACANA,1
36528,LUCIANA MACIEL RAMOS,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO,1
37200,LUCIANO MENDES SCALISE,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SAO JOAO DO ARAGUAIA,1
8176,LUCIO BARRETO GUERREIRO,Magistrados,Juiz(a) de 3ª Entrancia da Turma Recursal,GABINETE DO JUIZ LUCIO BARRETO GUERREIRO DA 1ª TRPJE,1
37250,LUIS AUGUSTO DA ENCARNACAO MENNA BARRETO PEREIRA,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA CIVEL E EMPRESARIAL DA COMARCA DE ANANINDEUA,1
197033,LUIS FELIPE DE SOUZA DIAS,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CRIMINAL DA COMARCA DE ITAITUBA,1
151092,LUISA PADOAN,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SAO CAETANO DE ODIVELAS,1
140058,LUIZ GONZAGA DA COSTA NETO,Magistrados,Desembargador(a),VICE-PRESIDENCIA,1
82643,LUIZ GUSTAVO VIOLA CARDOSO,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BENEVIDES,1
38040,LUIZ OTAVIO OLIVEIRA MOREIRA,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BELEM,1
34533,LUIZ TRINDADE JUNIOR,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE MUANA,1
197203,LURDILENE BARBARA SOUZA NUNES,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE NOVO REPARTIMENTO,1
39360,LUZIA NADJA GUIMARAES NASCIMENTO,Magistrados,Desembargador(a),GABINETE DA DESA. LUZIA NADJA GUIMARAES NASCIMENTO,1
29270,MAGNO GUEDES CHAGAS,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA DA INFANCIA E JUVENTUDE DA COMARCA DE BELEM,1
531,MAIRTON MARQUES CARNEIRO,Magistrados,Desembargador(a),GABINETE DO DES. MAIRTON MARQUES CARNEIRO,1
70793,MANOEL ANTONIO SILVA MACEDO,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
113255,MANUEL CARLOS DE JESUS MARIA,Magistrados,Juiz(a) de 2ª Entrancia,VARA AGRARIA DA COMARCA DE SANTAREM,1
151084,MARCELLO DE ALMEIDA LOPES,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE OEIRAS DO PARA,1
44911,MARCELO ANDREI SIMAO SANTOS,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CRIMINAL DA COMARCA DE MARABA,1
6106,MARCIA CRISTINA LEAO MURRIETA,Magistrados,Juiz(a) de 3ª Entrancia da Turma Recursal,GABINETE DA JUIZA MARCIA CRISTINA LEAO MURRIETA DA 3ª TRPJE,1
113336,MARCIO CAMPOS BARROSO REBELLO,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE SAO MIGUEL DO GUAMA,1
158551,MARCIO DANIEL COELHO CARUNCHO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE PRAINHA,1
82881,MARCIO TEIXEIRA BITTENCOURT,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
24287,MARCO ANTONIO LOBO CASTELO BRANCO,Magistrados,Juiz(a) de 3ª Entrancia,8ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BELEM,1
116203,MARCOS PAULO SOUSA CAMPELO,Magistrados,Juiz(a) de 2ª Entrancia,VARA DE JUIZADO ESPECIAL CIVEL E CRIMINAL DA COMARCA DE CONCEICAO DO ARAGUAIA,1
24562,MARCUS ALAN DE MELO GOMES,Magistrados,Juiz(a) de 3ª Entrancia,9ª VARA CRIMINAL DA COMARCA DE BELEM,1
204048,MARCUS FERNANDO CAMARGO NUNES CUNHA LOBO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE PORTO DE MOZ,1
639,MARGUI GASPAR BITTENCOURT,Magistrados,Desembargador(a),GABINETE DA DESA. MARGUI GASPAR BITTENCOURT,1
1392,MARIA DAS GRACAS ALFAIA FONSECA SALDANHA,Magistrados,Juiz(a) de 3ª Entrancia,GABINETE DA JUIZA MARIA DAS GRACAS ALFAIA DA FONSECA SALDANHA DA 2ª TRPJE,1
60127,MARIA DE FATIMA ALVES DA SILVA,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
1830,MARIA ELVINA GEMAQUE TAVEIRA,Magistrados,Desembargador(a),CORREGEDORIA GERAL DE JUSTICA,1
1937,MARIA FILOMENA DE ALMEIDA BUARQUE,Magistrados,Desembargador(a),GABINETE DA DESA. MARIA FILOMENA DE ALMEIDA BUARQUE,1
25739,MARIELMA FERREIRA BONFIM TAVARES,Magistrados,Juiz(a) de 3ª Entrancia,14ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BELEM,1
197149,MARILIA DE OLIVEIRA,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO,1
2739,MARINEZ CATARINA VON LOHRMANN CRUZ ARRAES,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA DO JUIZADO ESPECIAL DA FAZENDA PUBLICA DE BELEM,1
197173,MARIO BOTELHO VIEIRA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE URUARA,1
24520,MARISA BELINI DE OLIVEIRA,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA DE FAZENDA DA COMARCA DE BELEM,1
21822,MAURICIO PONTE FERREIRA DE SOUZA,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE BELEM,1
24295,MAX NEY DO ROSARIO CABRAL,Magistrados,Juiz(a) de 3ª Entrancia da Turma Recursal,GABINETE DO JUIZ MAX NEY DO ROSARIO CABRAL DA 3ª TRPJE,1
24317,MIGUEL LIMA DOS REIS JUNIOR,Magistrados,Juiz(a) de 3ª Entrancia da Turma Recursal,GABINETE DO JUIZ MIGUEL LIMA DOS REIS JUNIOR DA TRPJE DA FAZENDA PUBLICA,1
190268,MIRIAN ZAMPIER DE REZENDE,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE GURUPA,1
7005,MONICA MACIEL SOARES FONSECA,Magistrados,Juiz(a) de 3ª Entrancia,1ª VARA DE CRIMES CONTRA A DIGNIDADE SEXUAL DE CRIANCAS E ADOLESCENTES DE BELEM,1
29262,MONICA MAUES NAIF DAIBES,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA DE EXECUCAO FISCAL DA COMARCA DE BELEM,1
38032,MURILO LEMOS SIMAO,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO,1
190128,NATALIA ARAUJO SILVA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE AURORA DO PARA,1
190438,NATASHA VELOSO DE PAULA AMARAL DE ALMEIDA,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO,1
197050,NATHALIA ALBIANI DOURADO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE SENADOR JOSE PORFIRIO,1
70726,NEWTON CARNEIRO PRIMO,Magistrados,Juiz(a) de 2ª Entrancia,VARA DA INFANCIA E JUVENTUDE DA COMARCA DE ANANINDEUA,1
190322,NICOLAS CAGE CAETANO DA SILVA,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE TUCUMA,1
113638,NILDA MARA MIRANDA DE FREITAS JACOME,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE PARAGOMINAS,1
190411,NIVALDO OLIVEIRA FILHO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE BUJARU,1
158585,ODINANDRO GARCIA CUNHA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE JURUTI,1
39284,OMAR JOSE MIRANDA CHERPINSKI,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE NOVA TIMBOTEUA,1
29246,OTAVIO DOS SANTOS ALBUQUERQUE,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE BELEM,1
149187,PAMELA CARNEIRO LAMEIRA,Magistrados,Juiz(a) de 2ª Entrancia,VARA CRIMINAL DA COMARCA DE ABAETETUBA,1
7536,PATRICIA DE OLIVEIRA SA MOREIRA,Magistrados,Juiz(a) de 3ª Entrancia,PRESIDENCIA,1
38060,PAULO PEREIRA DA SILVA EVANGELISTA,Magistrados,Juiz(a) de 3ª Entrancia,3ª VARA DE FAMILIA DA COMARCA DE BELEM,1
116076,PEDRO ENRICO DE OLIVEIRA,Magistrados,Juiz(a) de 2ª Entrancia,VARA CRIMINAL DA COMARCA DE TUCURUI,1
190217,PEDRO HENRIQUE FIALHO,Magistrados,Juiz(a) Substituto(a),TRIBUNAL DE JUSTICA DO ESTADO,1
4626,PEDRO PINHEIRO SOTERO,Magistrados,Desembargador(a),GABINETE DO DES. PEDRO PINHEIRO SOTERO,1
82899,PRISCILA MAMEDE MOUSINHO,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE PARAUAPEBAS,1
29297,PROCION BARRETO DA ROCHA KLAUTAU FILHO,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA DO JUIZADO ESPECIAL CRIMINAL DE BELEM,1
82775,RACHEL ROCHA MESQUITA,Magistrados,Juiz(a) de Direito Auxiliar de 3ª Entrancia,TRIBUNAL DE JUSTICA DO ESTADO DO PARA,1
204137,RAFAEL ALVARENGA PANTOJA,Magistrados,Juiz(a) de 1ª Entrancia,VARA DISTRITAL DE MONTE DOURADO DA COMARCA DE ALMEIRIM,1
82929,RAFAEL DA SILVA MAIA,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CIVEL E EMPRESARIAL DA COMARCA DE TUCURUI,1
149284,RAFAEL DO VALE SOUZA,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE TERRA SANTA,1
82651,RAFAEL GREHS,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CIVEL E EMPRESARIAL DA COMARCA DE SANTAREM,1
113654,RAFAELA DE JESUS MENDES MORAIS,Magistrados,Juiz(a) de 2ª Entrancia,VARA AGRARIA DA COMARCA DE CASTANHAL,1
149144,RAFAELLA MOREIRA LIMA KURASHIMA,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE SOURE,1
30139,RAIMUNDO RODRIGUES SANTANA,Magistrados,Juiz(a) de 3ª Entrancia,CORREGEDORIA GERAL DE JUSTICA,1
82783,RAMIRO ALMEIDA GOMES,Magistrados,Juiz(a) de 2ª Entrancia,VARA UNICA DA COMARCA DE MARAPANIM,1
30155,REIJJANE FERREIRA DE OLIVEIRA,Magistrados,Juiz(a) de 3ª Entrancia,1ª VARA CRIMINAL DISTRITAL DE ICOARACI,1
190551,REJANE BARBOSA DA SILVA,Magistrados,Juiz(a) de 1ª Entrancia,VARA CIVEL E EMPRESARIAL DA COMARCA DE DOM ELISEU,1
70815,RENATA GUERREIRO MILHOMEM DE SOUZA,Magistrados,Juiz(a) de 3ª Entrancia,"VARA DE FAMILIA, SUCESSOES E REGISTROS PUBLICOS DA COMARCA DE MARABA",1
647,RICARDO FERREIRA NUNES,Magistrados,Desembargador(a),GABINETE DO DES. RICARDO FERREIRA NUNES,1
70785,ROBERTA GUTERRES CARACAS CARNEIRO,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CRIMINAL DA COMARCA DE ANANINDEUA,1
30210,ROBERTO ANDRES ITZCOVICH,Magistrados,Juiz(a) de 3ª Entrancia,4ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BELEM,1
151106,ROBERTO BOTELHO COELHO,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE CHAVES,1
8273,ROBERTO CEZAR OLIVEIRA MONTEIRO,Magistrados,Juiz(a) de 3ª Entrancia,7ª VARA CIVEL E EMPRESARIAL DA COMARCA DE BELEM,1
744,ROBERTO GONCALVES DE MOURA,Magistrados,Desembargador(a),PRESIDENCIA,1
136565,ROBERTO RODRIGUES BRITO JUNIOR,Magistrados,Juiz(a) de 2ª Entrancia,1ª VARA CIVEL E EMPRESARIAL DA COMARCA DE SANTAREM,1
204145,RODRIGO ALMEIDA TAVARES,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE VITORIA DO XINGU,1
197131,RODRIGO MENDES CRUZ,Magistrados,Juiz(a) de 1ª Entrancia,VARA UNICA DA COMARCA DE ANAJAS,1
190390,RODRIGO SILVEIRA AVELAR,Magistrados,Juiz(a) de 2ª Entrancia,2ª VARA CIVEL E EMPRESARIAL DA COMARCA DE ALTAMIRA,1
82767,ROGERIO TIBURCIO DE MORAES CAVALCANTI,Magistrados,Juiz(a) de 2ª Entrancia,3ª VARA CIVEL E EMPRESARIAL DA COMARCA DE PARAGOMINAS,1
949,ROMULO JOSE FERREIRA NUNES,Magistrados,Desembargador(a),GABINETE DO DES. ROMULO JOSE FERREIRA NUNES,1
70777,ROMULO NOGUEIRA DE BRITO,Magistrados,Juiz(a) de 3ª Entrancia,2ª VARA CRIMINAL DA COMARCA DE SANTAREM,1
1473,ROSA DE FATIMA NAVEGANTES DE OLIVEIRA,Magistrados,Juiz(a) de 3ª Entrancia,7ª VARA DE FAMILIA DA COMARCA DE BELEM,1
38000,ROSA MARIA MOREIRA DA FONSECA,Magistrados,Juiz(a) de 3ª Entrancia,4ª VARA DO JUIZADO ESPECIAL CIVEL DE BELEM,1
1341,ROSI MARIA GOMES DE FARIAS,Magistrados,Desembargador(a),GABINETE DA DESA. ROSI MARIA GOMES DE FARIAS,1
1449,ROSILEIDE MARIA DA COSTA CUNHA,Magistrados,Desembargador(a),GABINETE DA DESA. ROSILEIDE MARIA DA COSTA CUNHA,1
6440,RUBILENE SILVA ROSARIO,Magistrados,Juiz(a) de 3ª Entrancia,1ª VARA DA INFANCIA E JUVENTUDE DA COMARCA DE BELEM,1
24490,SANDRA MARIA FERREIRA CASTELO BRANCO,Magistrados,Juiz(a) de 3ª Entrancia,10ª VARA CRIMINAL DA COMARCA DE BELEM,1
82821,SARA AUGUSTA PEREIRA DE OLIVEIRA MEDEIROS,Magistrados,Juiz(a) de 2ª Entrancia,3ª VARA CIVEL E EMPRESARIAL DA COMARCA DE CASTANHAL,1
24333,SARAH CASTELO BRANCO MONTEIRO RODRIGUES,Magistrados,Desembargador(a),GABINETE DA DESA. SARAH CASTELO BRANCO MONTEIRO RODRIGUES,1
