Matrícula,Código,Cargo/Função
79502,CJS-3,Diretor de Secretaria da Vara Criminal e de Execucoes Fiscais de Conceicao do Araguaia
79510,CJS-2,Assessor de Juiz da 5ª Vara Criminal de Belem
79596,CJS-3,Diretor de Secretaria 1VCE-Coord Nucleo de Atendim da UPJ-Varas Civeis e Emp de Santarem
81124,CJS-3,Diretor de Secretaria 1VExFiscal-Secretario Geral da UPJ-Varas Exec Fiscal
81159,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Maraba
81167,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Criminal de Icoaraci
81221,CJS-3,Diretor de Secretaria 2VCE-Coord Nucleo de Movim Processual da UPJ-Varas Civeis e Emp de Santarem
81876,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Altamira
81906,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Belem
8524,CJS-3,Coordenador(a) da Central de Mandados da Comarca de Ananindeua
85278,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Altamira
85791,CJS-3,Diretor de Secretaria da Vara Criminal de Barcarena
85821,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial Civel e Criminal de Maraba
85898,CJI,Chefe da Unidade Local de Arrecadacao - Dom Eliseu
86151,CJS-2,Assessor de Juiz da 4ª Vara Civel e Empresarial de Santarem
86207,CJS-3,Diretor de Secretaria da Vara Unica de Faro
86428,CJS-3,Diretor de Secretaria da Vara Unica de Peixe-Boi
87602,CJS-3,Diretor de Secretaria da Vara Unica de Irituia
87891,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Marituba
88030,CJS-3,Diretor de Secretaria da Vara Unica de Sao Domingos do Araguaia
89460,CJS-3,Diretor de Secretaria da Vara Unica de Bujaru
89605,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Altamira
90433,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Xinguara
90468,CJS-3,Diretor de Secretaria da Vara Agraria de Castanhal
90581,FG-2,Chefe do Servico de Contadoria do Juizo e Partilha
906,CJS-3,Diretor de Secretaria da Vara Unica de Medicilandia
91499,CJS-3,Diretor de Secretaria da Vara de Familia Distrital de Icoaraci
92908,CJS-3,Diretor de Secretaria da 2ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
92959,CJS-3,Diretor de Secretaria da 2ª Vara Cumulativa de Cameta
93025,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Paragominas
93041,CJS-3,Diretor de Secretaria da 5ª Vara do Juizado Especial Civel de Belem
93068,CJS-3,Diretor de Secretaria da Vara de Crimes contra Criancas e Adolescentes de Belem
93220,CJS-3,Diretor de Secretaria 3VFam-Coord Nucleo Atend da UPJ-Varas Exec Fiscal
93777,CJS-3,Diretor de Secretaria da 1ª Vara Cumulativa de Cameta
94455,CJS-3,Coordenador da Central de Mandados do Forum Civel
94463,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Castanhal
95974,CJI,Chefe de Arrecadacao Local - Tribunal de Justica
96164,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Ananindeua
96202,CJS-3,Diretor de Secretaria da 8ª Vara Criminal de Belem
96288,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Marituba
96415,CJS-3,Diretor de Secretaria da Vara Criminal de Paragominas
96601,CJS-3,Coordenador da Central de Mandados do Forum Criminal
96610,CJI,Chefe da Unidade Local de Arrecadacao - Monte Alegre
9733,CJS-3,Diretor de Secretaria da 3ª Vara Criminal de Ananindeua
98353,CJS-3,Diretor de Secretaria da Vara de Juizado Especial Civel e Criminal da Comarca de Altamira
98621,CJS-3,Diretor de Secretaria da 1ª Vara da Infancia e Juventude de Belem
99139,CJS-3,Diretor de Secretaria da Vara Agraria de Altamira
