Matrícula,Código,Cargo/Função
160512,CJS-3,Diretor de Secretaria da Vara Unica de Mocajuba
160521,FG-2,Chefe do Servico de Apoio a Central de Conciliacao de Precatorios
160695,CJS-3,Diretor de Secretaria da 3ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
160792,CJS-6,Assessor de Desembargador
160903,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Canaa dos Carajas
161128,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Rondon do Para
161292,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Maraba
161306,CJS-6,Assessor de Desembargador
161403,CJS-1,Chefe da URA-FRJ - 8RJ-Breves
161462,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Belem
161497,CJS-3,Chefe da Divisao de Infraestrutura - EJPA
161853,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Castanhal
162175,FG-2,Chefe do Servico de Comercializacao dos Selos de Seguranca
162205,CJS-4,Secretario Geral da Secretaria Unica das Turmas Recursais
162311,CJS-3,Chefe de Divisao de Redes
162426,CJS-3,Diretor de Secretaria da Vara Unica de Concordia do Para
162442,FG-2,Chefe do Servico de Gestao e Cotacao de Precos de Servicos Gerais
162540,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Maraba
162558,CJS-2,Assessor de Juiz da Vara Unica de Sao Geraldo do Araguaia
162582,CJS-3,Diretor de Secretaria da Vara Unica de Sao Geraldo do Araguaia
162914,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
162949,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Canaa dos Carajas
162990,CJS-3,Diretor de Secretaria da Vara Unica de Anapu
163066,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Canaa dos Carajas
164054,CJS-2,Assessor de Juiz da 1ª Turma Recursal Permanente dos Juizados Especiais
164224,CJS-6,Assessor de Desembargador
164771,CJS-2,Assessor de Juiz da 12ª Vara do Juizado Especial Civel de Belem
166006,CJS-3,Diretor de Secretaria da Vara Unica de Ponta de Pedras
166227,CJS-3,Diretor de Secretaria da Vara da Infancia e Juventude de Ananindeua
166294,CJS-2,Assessor de Juiz da Vara de Juizado Especial Civel e Criminal de Redencao
166413,CJS-3,Diretor de Secretaria 3VJECri-Coord Nucleo de Mov Proc-UPJ Juizados Especiais Criminais
167363,CJS-3,Diretor de Secretaria
167720,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Xinguara
167894,CJS-6,Assessor de Desembargador
168050,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Benevides
168084,CJS-2,Assessor de Juiz da Vara Criminal de Redencao
168122,CJI,Chefe da Unidade Local de Arrecadacao - Oeiras do Para
168289,FG-2,Chefe do Servico de Cadastro de Servidores da Capital
168301,CJI,Assistente de Desembargador
168319,CJI,Assistente de Desembargador
168475,CJS-2,Assessor de Juiz da 4ª Vara da Infancia e Juventude de Belem
168742,CJS-3,Diretor de Secretaria da Vara Unica de Sao Miguel do Guama
168751,CJS-3,Diretor de Secretaria da Vara Unica de Oriximina
168769,CJS-4,Assessor Tecnico Administrativo - CI
168785,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Braganca
168874,CJS-2,Assessor de Juiz da Vara de Execucao das Penas e Medidas Alternativas de Belem
168891,CJS-3,Diretor de Secretaria da Vara Criminal de Tucurui
169188,CJI,Assistente da Coordenadoria de Cerimonial
169307,CJS-3,Diretor de Secretaria da Vara Civel e Empresarial de Dom Eliseu
169447,CJS-2,Assessor de Juiz da Vara Unica de Bonito
169455,CJS-3,Diretor de Secretaria da Vara Unica de Viseu
169633,CJS-3,Diretor de Secretaria da Vara Unica de Sao Caetano de Odivelas
169641,CJS-3,Diretor de Secretaria da Vara Unica de Augusto Correa
169650,CJS-6,Assessor de Desembargador
169692,CJS-3,Diretor de Secretaria da Vara Unica de Aurora do Para
169714,CJS-6,Assessor de Desembargador
169757,CJS-2,Assessor de Juiz da Vara Unica de Vigia
169854,CJS-3,Diretor de Secretaria da Vara Unica de Ruropolis
16993,FG-2,Chefe do Serviço de Bens Apreendidos da Comarca de Maraba
170046,CJS-3,Diretor de Secretaria da Vara Unica de Curuca
170089,CJS-6,Assessor de Desembargador
170097,CJS-3,Diretor de Secretaria 4VCE-Coord Nucleo de Movim Processual da UPJ-Varas Criminais de Santarem
170127,CJS-3,Diretor de Secretaria da 1ª Vara Criminal da Comarca de Itaituba
170143,CJS-3,Diretor de Secretaria da 1ª Vara Civel de Rondon do Para
170224,CJS-2,Assessor de Juiz da Vara Criminal de Marituba
170232,CJS-2,Assessor de Juiz da 1ª Vara Civel de Rondon do Para
170399,CJS-5,Assessor Especial da Presidencia
170470,CJS-3,Diretor de Secretaria 3VFaz-Coord Nucleo de Cumprimento-UPJ-1ª a 5ª Varas da Fazenda Pub da Capital
170496,CJS-3,Diretor de Secretaria da 3ª Vara Criminal Distrital de Icoaraci
170682,CJS-3,Diretor de Secretaria da Vara Unica de Limoeiro do Ajuru
170739,CJI,Chefe da Unidade Local de Arrecadacao - Sao Felix do Xingu
170852,CJS-3,Diretor de Secretaria da 2ª Vara Criminal Distrital de Icoaraci
170933,CJS-3,Diretor de Secretaria da Vara Civel e Empresarial de Conceicao do Araguaia
170984,CJS-3,Diretor de Secretaria da Vara Unica de Chaves
171042,CJS-3,Diretor de Secretaria da Vara de Crimes contra Crianca e Adolescente da Comarca de Ananindeua
171191,CJI,Assistente de Desembargador
171395,FG-2,Chefe do Servico de Apoio Pedagogico - EJPA
171913,CJS-2,Assessor de Juiz da 1ª Vara da Infancia e Juventude de Belem
171930,CJS-6,Assessor de Desembargador
171964,CJS-3,Diretor de Secretaria 2VCri-Coord do Nucleo de Cump e Audiencias-UPJ Varas Criminais de Parauapebas
172138,CJS-6,Assessor de Desembargador
172146,CJS-4,Assessor Juridico da Secretaria de Planejamento
172171,CJS-2,Assessor de Juiz da 2ª Vara Criminal de Ananindeua
172332,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial Distrital de Icoaraci
172391,CJS-6,Assessor de Desembargador
172421,CJS-1,Chefe da URA-FRJ - 3RJ-Abaetetuba
172600,CJS-3,"Diretor de Secretaria VFPEF-Secretario Geral-UPJ das Varas Cív, Empresariais e Fazenda-Parauapebas"
172651,CJS-6,Assessor de Desembargador
172758,CJS-4,Coordenador de Gestao Estrategica
172910,CJS-6,Assessor de Desembargador
172952,CJS-3,Diretor de Secretaria 1VFaz-Dir Sec Geral da UPJ-1ª a 5ª Varas da Fazenda Pub da Capital
173070,FG-1,Chefe do Servico de Feitos Judiciais
173118,CJS-3,Diretor de Secretaria da 1ª Vara do Juizado Especial Civel e Criminal de Tucurui
173177,CJS-3,Diretor de Secretaria do Termo Judiciario de Colares
173185,CJS-6,Assessor de Desembargador
173452,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial da Fazenda Publica de Belem
173762,CJS-5,Chefe de Gabinete da Corregedoria-Geral de Justiça
173819,CJS-4,Coordenador de Estatistica
173835,CJS-3,Secretario do Nucleo de Mediacao de Conflitos
173878,CJS-3,Chefe de Divisao de Telecomunicacoes
174238,CJS-6,Assessor de Desembargador
174319,CJS-6,Assessor(a) de Desembargador(a)
174378,CJS-6,Assessor de Desembargador
174467,CJS-4,Assessor de Juiz Auxiliar da Presidencia
174491,CJI,Assistente de Desembargador
174513,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
174530,CJS-3,Assessor Administrativo da Vice-Presidencia
174548,CJS-2,Assessor de Juiz da Turma Recursal Permanente dos Juizados Especiais da Fazenda Publica
174556,CJI,Assistente de Desembargador
174564,CJS-5,Assessor Especial da Presidencia
174581,CJS-3,Chefe da Divisao Pedagogica - EJPA
174602,CJS-6,Assessor de Desembargador
174611,CJS-8,Secretario de Engenharia e Arquitetura
174629,CJS-4,Assessor(a)
174637,CJS-6,Assessor(a) de Desembargador(a)
174653,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
17469,CJS-3,Secretario do Forum da Comarca de Santarem
174726,CJS-3,Chefe da Divisao de Ensino e Pesquisa - EJPA
174734,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Castanhal
174742,CJS-2,Assessor de Juiz da Vara Criminal de Braganca
174751,CJS-2,Assessor de Juiz da Vara de Execucao Penal da Regiao Metropolitana de Belem
174971,CJI,Assistente de Gabinete da Secretaria de Gestao de Pessoas
175358,CJS-2,Assessor de Juiz da Vara Unica de Faro
176273,CJS-3,Diretor de Secretaria
176303,FG-2,Chefe do Servico de Pagamento de Servidores
176583,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Xinguara
176656,CJS-3,Diretor de Secretaria da Vara Unica de Uruara
177148,CJI,Chefe da Unidade Local de Arrecadacao - Chaves
177202,CJS-3,Diretor de Secretaria da Vara Unica de Jacunda
177636,CJI,Chefe da Unidade Local de Arrecadacao - Terra Santa
177997,CJS-2,Assessor de Juiz da Vara de Execucao Penal de Maraba
178063,CJS-6,Assessor de Desembargador
178098,CJS-3,Chefe da Divisao de Suprimentos
178462,CJI,Chefe da Unidade Local de Arrecadacao - Obidos
179167,CJI,Chefe da Unidade Local de Arrecadacao - Marituba
179264,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Canaa dos Carajas
179272,CJI,Chefe da Unidade Local de Arrecadacao - Novo Repartimento
179957,CJS-2,Assessor de Juiz da 8ª Vara Civel e Empresarial de Belem
18040,CJS-3,Diretor de Secretaria da Vara Unica de Pacaja
180513,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Capanema
180645,CJI,Chefe da Unidade Local de Arrecadacao - Itupiranga
180661,CJS-3,Diretor de Secretaria da Vara Unica de Salvaterra
181901,CJS-2,Assessor de Juiz da 1 Vara Cumulativa de Cameta
182079,CJS-2,Assessor de Juiz da Vara Unica de Cachoeira do Arari
182095,CJS-6,Assessor de Desembargador
182435,CJS-2,Assessor de Juiz da Vara Criminal de Barcarena
183008,CJS-2,Assessor de Juiz da 1ª Vara do Juizado Especial Civel de Belem
183067,CJS-3,CHEFE DA DIV. DE APOIO JUDICIARIO (JME)
183318,CJS-4,Assessor(a)
183598,CJI,Chefe da Unidade Local de Arrecadacao - Muana
183717,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Abaetetuba
183768,CJS-2,Assessor de Juiz da Vara Unica de Marapanim
184152,CJI,Assistente da Coordenadoria de Desenvolvimento de Pessoal
184161,CJS-2,Assessor de Juiz da Vara Unica de Juruti
184179,CJS-3,Assessor Tecnico-Administrativo do Departamento Financeiro
184985,CJS-2,Assessor de Juiz da Vara Unica de Concordia do Para
185906,CJS-2,Assessor de Juiz da Vara Unica de Breu Branco
185981,CJS-3,Chefe da Divisao de Saude e Qualidade de Vida
186058,CJI,Assistente Judiciario da Ouvidoria Agraria
186066,CJS-1,Assessor Militar
186082,CJS-6,Assessor de Desembargador
186091,CJS-2,Assessor de Juiz da 2ª Vara Criminal de Belem
186104,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Parauapebas
186121,CJS-2,Assessor de Juiz da Vara Unica de Jacunda
186155,CJS-6,Assessor de Desembargador
186163,CJS-2,Assessor de Juiz da Vara Criminal de Paragominas
186180,CJS-2,Assessor de Juiz da Vara Unica de Limoeiro do Ajuru
186228,CJI,Assistente de Desembargador
186554,CJI,Chefe da Unidade Local de Arrecadacao - Santa Luzia do Para
186627,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Maraba
186767,CJS-2,Assessor de Juiz da Vara Criminal e de Execucoes Fiscais de Conceicao do Araguaia
186813,CJI,Chefe da Unidade Local de Arrecadacao - Nova Timboteua
186821,CJS-6,Coordenador de Gabinete
187003,CJS-2,Assessor de Juiz da Vara do Juizado Especial Civel e Criminal de Parauapebas
187160,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Castanhal
187445,FG-2,Chefe de Servico de Escritório de Projetos de TIC
187496,CJS-2,Assessor de Juiz da 2ª Vara de Execucao Fiscal de Belem
187895,CJS-3,Diretor de Secretaria da Vara Criminal de Canaa dos Carajas
188760,CJI,Chefe da Unidade Local de Arrecadacao - Vitoria do XIngu
189103,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Benevides
189146,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Rondon do Para
189162,CJS-3,Diretor de Secretaria da Vara Unica de Garrafao do Norte
189286,CJS-3,Diretor de Secretaria da Vara Unica de Brasil Novo
189359,CJS-4,Assessor Juridico da Coordenadoria de Recursos Extraordinarios e Especiais
189529,CJS-3,Diretor de Secretaria do Termo Judiciario de Magalhaes Barata
189685,CJS-3,Diretor de Secretaria da Vara Criminal de Novo Progresso
189740,CJS-3,Diretor de Secretaria da Vara Unica de Santana do Araguaia
189758,CJS-6,Assessor de Desembargador
189791,CJS-3,Diretor de Secretaria da Vara Unica de Capitao Poco
189880,CJS-3,Diretor de Secretaria da Vara Civel e Empresarial de Sao Felix do Xingu
189995,CJS-1,Chefe da URA-FRJ - 16RJ-Itaituba
190039,CJS-2,Assessor de Juiz da 1ª Turma Recursal Permanente dos Juizados Especiais
190349,CJS-2,Assessor de Juiz
190381,CJI,Chefe da Unidade Local de Arrecadacao - Juruti
190675,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial Civel de Ananindeua
190721,CJS-2,Assessor de Juiz da 2ª Vara de Familia de Ananindeua
190730,CJS-2,Assessor de Juiz da Vara do Juizado Especial Civel e Criminal de Castanhal
190748,CJS-1,Assessor Militar
190772,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Xinguara
190829,CJS-4,Coordenador(a) de Infraestrutura Tecnologica
190853,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Itaituba
190896,CJS-3,Chefe de Divisao de Operacoes e Sistemas Basicos
190918,CJS-6,Assessor de Desembargador
190926,CJS-3,Diretor de Secretaria da Vara Unica de Acara
190951,CJS-6,Assessor(a) de Desembargador(a)
19097,CJS-3,Diretor de Secretaria 6VFam - Coord do Nucleo de Atendimento-UPJ Varas de Familia
190985,CJS-3,Diretor de Secretaria da Vara Unica de Almeirim
191108,CJS-3,Diretor de Secretaria da Vara Unica de Santa Luzia do Para
191281,CJS-3,Diretor de Secretaria da Vara Unica de Afua
191299,CJS-2,Assessor de Juiz da Vara Criminal da Comarca de Dom Eliseu
191655,CJS-6,Coordenador de Gabinete
191671,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel e Criminal de Castanhal
191736,CJS-5,Diretor do Departamento de Ensino e Pesquisa - EJPA
191761,CJS-4,Assessor Tecnico Juridico do Nucleo Perm de Metodos Consensuais de Solucao de Conflitos
191795,CJS-3,Diretor de Secretaria da Vara Unica de Prainha
191841,CJI,Assistente da Coordenadoria de Administracao de Pessoal e Pagamento
191868,CJS-2,CHEFE DA ASSISTENCIA MILITAR (JME)
191906,CJS-2,Assessor de Juiz da Vara Unica de Sao Sebastiao da Boa Vista
191931,CJS-2,Assessor de Juiz da Vara Civel e Empresarial de Dom Eliseu
191973,CJI,Assistente de Desembargador
191981,CJS-4,Coordenador de Gestao de Processos e Riscos
191990,CJS-2,Assessor de Juiz da Vara Unica de Irituia
192317,CJS-2,Sub-Coordenador Militar
192457,CJS-3,Chefe da Divisao Administrativa da Corregedoria-Geral de Justica
192465,CJI,Chefe da Unidade Local de Arrecadacao - Irituia
192571,CJS-4,Assessor da Coordenadoria de Recursos Extraordinarios e Especiais
192619,CJS-2,Assessor de Juiz da Vara de Violencia Domestica e Familiar contra a Mulher da Comarca de Ananindeua
192775,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Santarem
193101,CJI,Chefe da Unidade Local de Arrecadacao-F Distrital Mosqueiro
193208,CJS-3,CHEFE DO DEPTO. DOCUMENTACAO E INFORMACAO (JME)
193780,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Santa Izabel do Para
19402,CJS-6,Assessor de Desembargador
194255,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Maraba
194271,CJS-2,Assessor de Juiz da 6ª Vara de Familia de Belem
194280,CJS-2,Assessor de Juiz da Vara Unica de Garrafao do Norte
194336,CJS-2,Assessor de Juiz da Vara Unica de Melgaco
194751,CJS-3,Assessor Tecnico Administrativo da Secretaria de Gestao de Pessoas
194760,CJS-2,Assessor de Juiz da Vara Unica de Alenquer
194778,CJS-2,Assessor de Juiz da Vara Unica de Primavera
194786,CJS-2,Assessor de Juiz da Vara Agraria de Maraba
194930,CJS-3,Chefe da Divisao de Projetos
195146,CJS-3,Diretor de Secretaria da Vara Unica de Ourem
195197,CJS-3,Diretor de Secretaria da Vara Unica de Sao Domingos do Capim
195294,CJS-3,Diretor de Secretaria da Vara Criminal de Xinguara
195472,CJS-3,Diretor de Secretaria da 2ª Vara de Tailandia
195502,CJS-3,Diretor de Secretaria da Vara Unica de Portel
195511,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Maraba
19577,CJS-3,Coordenador da Central de Mandados do 2 Grau
195995,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Itaituba
196037,CJS-3,Assessor Tecnico do Departamento de Ensino de Pesquisa da EJPA
196070,CJS-3,Assessor da Ouvidoria Agraria
196088,CJS-2,Assessor de Juiz da 2ª Vara de Tailandia
196096,CJS-6,Assessor de Desembargador
196126,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Abaetetuba
196177,CJI,Chefe da Unidade Local de Arrecadacao - Goianesia do Para
196240,CJS-2,Assessor de Juiz da Vara Unica de Afua
196860,CJS-6,Assessor de Desembargador
197823,FG-2,Chefe do Servico de Cadastro de Servidores do Interior
197904,CJS-3,Diretor de Secretaria da Vara Unica de Baiao
198498,CJS-3,Diretor de Secretaria da Vara Unica de Juruti
199079,CJS-2,Assessor de Juiz da Vara Unica de Maracana
199125,CJI,Assistente de Desembargador
199192,CJS-6,Assessor de Desembargador
199206,CJS-3,Diretor de Secretaria
199401,CJS-2,Assessor de Juiz da Vara Civel e Empresarial de Sao Felix do Xingu
199559,CJI,Chefe da Unidade Local de Arrecadacao - Sao Domingos do Capim
199737,CJS-2,Assessor de Juiz da Vara Unica de Sao Caetano de Odivelas
199991,CJS-6,Coordenador de Gabinete
200191,CJS-2,Assessor de Juiz da 13ª Vara Civel e Empresarial de Belem
200212,CJI,Assistente da Coordenadoria de Recursos Extraordinarios e Especiais
200255,CJS-2,Assessor de Juiz da Vara Unica de Curralinho
200263,CJI,Assistente de Desembargador
20028,CJS-6,Assessor de Desembargador
200301,CJS-2,Assessor de Juiz da 3ª Vara Criminal de Santarem
200310,CJS-2,Assessor de Juiz da Vara Unica de Oeiras do Para
200361,CJS-2,Assessor de Juiz da Vara Unica de Soure
200379,CJS-4,Assessor Juridico Administrativo da Secretaria de Administracao
200387,CJS-6,Assessor de Desembargador
200468,CJI,Chefe da Unidade Local de Arrecadacao - Igarape-Miri
200565,CJS-6,Assessor de Desembargador
200590,CJI,Chefe da Unidade Local de Arrecadacao - Novo Progresso
20065,CJI,Chefe da Unidade Local de Arrecadacao - Uruara
20083,FG-2,Chefe do Servico de Depositos de Armas e Bens Apreendidos
20099,CJS-3,Diretor de Secretaria da Vara Criminal de Redencao
201073,CJS-2,Assessor de Juiz da Vara Unica de Obidos
201081,CJS-2,Assessor de Juiz da 4ª Vara do Juizado Especial Criminal de Belem
201154,CJS-2,Assessor de Juiz da Vara Distrital de Monte Dourado de Almeirim
201260,CJS-2,Assessor de Juiz da Vara Unica de Peixe-Boi
201278,CJS-2,Assessor de Juiz da Vara de Violencia Domestica e Familiar contra a Mulher de Maraba
201308,CJI,Chefe da Unidade Local de Arrecadacao - Salvaterra
201715,CJS-2,Assessor de Juiz da 2ª Vara Criminal de Maraba
201863,CJS-2,Assessor de Juiz da Vara Unica de Muana
201871,CJS-2,Assessor de Juiz da 1ª Vara Criminal de Altamira
201898,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Redencao
201987,CJI,Chefe da Unidade Local de Arrecadacao - Sao Sebastiao da Boa Vista
20257,CJI,Chefe da Unidade Local de Arrecadacao - Sao Geraldo do Araguaia
202649,CJS-2,Assessor de Juiz da Vara Unica de Terra Santa
20265,CJS-2,Assessor de Juiz da 3ª Vara Criminal de Ananindeua
203424,FG-2,Chefe do Servico de Suprimento de Fundos
203700,CJS-3,Diretor de Secretaria do Termo Judiciario de Bagre
203947,CJS-6,Assessor de Desembargador
204226,CJI,Chefe da Unidade Local de Arrecadacao - Santo Antonio do Taua
204234,CJI,Assistente de Desembargador
204889,CJS-3,Chefe de Divisao de Sistemas de Arrecadacao
204994,CJS-2,Assessor de Juiz da Vara Unica de Bujaru
205281,CJS-3,Diretor de Secretaria da 1ª Vara Cumulativa de Breves
205907,CJS-2,Assessor de Juiz da Vara Unica de Portel
205931,CJS-6,Assessor de Desembargador
206792,CJS-2,Assessor de Juiz da 2ª Vara Criminal Distrital de Icoaraci
206997,CJS-2,Assessor de Juiz da Vara Unica de Salvaterra
207098,CJS-3,Diretor de Secretaria da Vara Unica de Breu Branco
207144,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Santa Izabel do Para
207314,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Capanema
207861,CJI,Chefe da Unidade Local de Arrecadacao - Tucuma
208001,CJS-3,Diretor de Secretaria da Vara Unica de Maracana
208051,CJS-2,Assessor de Juiz da 1ª Vara do Juizado Especial Civel e Criminal de Tucurui
208060,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Marituba
208191,CJS-2,Assessor de Juiz da Vara Unica de Santa Maria do Para
208205,CJS-4,Assessor da Presidencia
208230,CJS-2,Assessor de Juiz da Vara de Juiz(a) das Garantias da Regiao Metropolitana de Belem
208337,CJI,Assistente de Desembargador
208345,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Maraba
208442,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Parauapebas
208531,CJS-3,Chefe da Divisao de Compras
208574,CJS-4,Assessor da Coordenadoria de Recursos Extraordinarios e Especiais
208591,CJS-3,Assessor Administrativo da Coordenadoria Geral de Arrecadacao
208825,CJS-6,Assessor(a) de Desembargador(a)
208892,CJS-6,Assessor(a) de Desembargador(a)
208973,CJS-3,DIRETOR DEPTO PATRIMONIO E SERVICOS (JME)
208990,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
209015,CJI,Assistente de Gabinete da Secretaria de Administracao
209058,CJI,Chefe da Unidade Local de Arrecadacao - Mae do Rio
209082,CJS-6,Assessor de Desembargador
209112,CJS-3,Assessor Tecnico da Secretaria Geral da EJPA
209121,CJI,Assistente de Desembargador
209147,CJI,Assistente de Desembargador
209155,CJS-1,Assessor Militar
209210,CJS-6,Coordenador de Gabinete
209244,CJS-3,Assessor Tecnico do Departamento Academico da EJPA
209261,CJS-2,Assessor de Juiz da Vara Unica de Baiao
209295,CJS-6,Coordenador de Gabinete
209384,CJI,Assistente de Desembargador
20958,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Civel de Santarem - FIT
209643,CJS-2,Assessor de Juiz da 2ª Vara Criminal de Santarem
209767,CJI,Chefe da Unidade Local de Arrecadacao - Maracana
209775,CJI,Chefe da Unidade Local de Arrecadacao - Ulianopolis
210340,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Tucurui
211044,CJS-2,Assessor de Juiz da 1ª Vara Cumulativa de Breves
211052,CJI,Assistente de Desembargador
211290,CJS-6,Coordenador de Gabinete
211729,CJI,Assistente do Departamento de Documentacao e Informacao
211818,CJS-2,Assessor de Juiz da Vara Unica de Gurupa
211893,CJS-6,Assessor de Desembargador
211907,CJS-2,Assessor de Juiz da 1ª Vara de Familia de Ananindeua
211915,CJS-2,Assessor de Juiz da 2ª Vara Criminal da Comarca de Itaituba
211966,CJS-2,Assessor de Juiz da Vara Unica de Almeirim
212016,CJS-4,Assessor(a)
212032,CJS-3,Assessor Tecnico Administrativo da Coordenadoria de Imprensa
212113,CJI,Chefe da Unidade Local de Arrecadacao - Almeirim
212385,CJI,Chefe da Unidade Local de Arrecadacao - Concordia do Para
212393,CJS-2,Assessor de Juiz da Vara de Crimes contra o Consumidor e a Ordem Tributaria de Belem
212415,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Redencao
212423,CJS-2,Assessor de Juiz da Vara Unica de Sao Francisco do Para
212512,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Itaituba
212555,CJS-2,Assessor de Juiz da Vara Unica de Sao Domingos do Capim
212580,CJS-2,Assessor de Juiz da Vara Unica de Itupiranga
212725,CJS-2,Assessor de Juiz da Vara Unica de Prainha
213071,CJS-3,Diretor de Secretaria da Vara Unica de Cachoeira do Arari
213284,CJS-2,Assessor de Juiz da 3ª Vara de Fazenda de Belem
213501,CJS-3,Diretor de Secretaria da Vara Unica de Igarape-Miri
213799,CJS-2,Assessor de Juiz da Vara do Juizado de Violencia Domestica e Familiar contra a Mulher de Santarem
213837,CJS-2,Assessor de Juiz da 10ª Vara do Juizado Especial Civel de Belem
214027,CJS-2,Assessor de Juiz da Vara Civel de Novo Progresso
214078,CJS-2,Assessor de Juiz da Vara Unica de Acara
214094,CJS-2,Assessor de Juiz da 3ª Vara do Juizado Especial Civel de Belem
214124,CJS-3,Chefe da Divisao de Arquivo
214183,CJS-2,Assessor de Juiz da Vara Unica de Medicilandia
214434,CJI,Assistente de Desembargador
214671,CJS-2,Assessor de Juiz da 1ª Vara do Tribunal do Juri de Belem
214761,CJI,Assistente de Desembargador
214787,CJS-6,Assessor de Desembargador
214884,CJS-2,Assessor de Juiz da 1ª Vara Civel e Empresarial de Braganca
215686,CJI,Assistente Judiciario da Ouvidoria Agraria
216038,CJS-1,Chefe da URA-FRJ - 14RJ-Altamira
216097,CJS-2,Assessor de Juiz da 8ª Vara do Juizado Especial Civel de Belem
216119,CJS-4,Assessor Juridico da Coordenadoria de Recursos Extraordinarios e Especiais
216143,CJI,Assistente de Desembargador
216160,CJI,Assistente de Desembargador
216321,CJS-6,Assessor de Desembargador
216631,CJS-2,Assessor de Juiz da Vara Criminal de Tucurui
216763,CJS-3,Assessor Tecnico Administrativo da Secretaria de Gestao de Pessoas
216780,CJS-3,Diretor de Secretaria da Vara Unica de Ipixuna do Para
216844,CJS-3,Diretor de Secretaria da Vara Unica de Melgaco
217042,CJI,Assistente de Desembargador
217123,CJS-3,Diretor de Secretaria da Vara Unica de Jacareacanga
217174,CJS-2,Assessor de Juiz da Vara Unica de Novo Repartimento
217204,CJS-2,Assessor de Juiz da Vara Civel e Criminal Distrital de Mosqueiro
217280,CJS-3,Diretor de Secretaria da Vara Unica de Marapanim
217298,CJI,Chefe da Unidade Local de Arrecadacao - Portel
217531,CJS-2,Assessor de Juiz da Vara Unica de Mocajuba
217573,CJS-3,Assessor Tecnico da Secretaria Geral da EJPA
217581,CJS-4,Assessor da Coordenadoria de Administracao de Pessoal e Pagamento
217778,CJS-2,Assessor de Juiz da Vara Criminal de Novo Progresso
218031,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Altamira
218073,CJS-2,Assessor de Juiz da 2ª Vara Civel e Empresarial de Paragominas
218103,CJS-2,Assessor de Juiz da Vara Unica de Goianesia do Para
218111,CJS-2,Assessor de Juiz da Vara Unica de Sao Domingos do Araguaia
218138,CJS-2,Assessor de Juiz da Vara Unica de Anajas
218677,CJS-2,Assessor de Juiz
218774,CJS-4,Coordenador de Aplicacoes
219207,CJI,Assistente de Desembargador
219291,CJS-1,Chefe da URA-FRJ - 7RJ-Soure
